storenum,secs,dayofweek,meal,drinkonly,cost,satisfaction
255,103,Wed,Lunch,No,267,7
735,157,Fri,Lunch,No,314,8
825,139,Tues,Lunch,Yes,114,7
480,112,Fri,Lunch,No,583,5
48,143,Wed,Dinner,No,376,8
655,346,Wed,Lunch,No,565,4
86,86,Tues,Lunch,No,307,8
112,100,Tues,Lunch,No,369,6
861,244,Fri,Lunch,No,249,7
720,148,Thur,Dinner,No,436,6
484,359,Tues,Lunch,No,587,5
355,299,Thur,Breakfast,No,425,5
848,182,Mon,Breakfast,Yes,179,6
115,33,Mon,Lunch,No,295,8
641,76,Wed,Dinner,No,693,7
318,166,Mon,Lunch,No,581,6
382,59,Tues,Lunch,No,285,7
879,140,Thur,Dinner,No,667,9
511,160,Tues,Lunch,No,480,7
870,303,Fri,Dinner,No,782,5
145,161,Thur,Dinner,No,384,8
366,136,Thur,Breakfast,No,235,6
137,243,Mon,Dinner,No,745,7
844,200,Wed,Lunch,No,256,7
267,436,Thur,Dinner,Yes,103,4
528,114,Thur,Lunch,No,393,6
692,72,Fri,Lunch,No,418,6
530,51,Wed,Dinner,No,395,8
600,438,Wed,Dinner,No,504,4
519,122,Fri,Lunch,No,545,7
214,320,Thur,Lunch,No,470,5
653,389,Mon,Breakfast,No,361,6
350,225,Mon,Dinner,No,506,6
242,338,Mon,Lunch,No,560,7
443,439,Thur,Breakfast,No,462,5
590,323,Thur,Breakfast,No,497,8
822,442,Mon,Dinner,No,490,5
217,446,Tues,Dinner,No,373,4
114,110,Mon,Lunch,No,490,5
607,276,Wed,Lunch,No,365,5
734,133,Wed,Lunch,No,288,8
845,125,Fri,Lunch,No,259,7
772,105,Wed,Breakfast,No,181,8
692,86,Fri,Lunch,No,544,6
313,297,Mon,Lunch,Yes,85,6
502,158,Mon,Lunch,No,382,7
476,311,Mon,Lunch,No,517,4
745,188,Tues,Lunch,No,383,8
19,135,Fri,Lunch,No,259,7
633,347,Fri,Lunch,Yes,185,7
358,77,Mon,Lunch,No,458,6
356,445,Mon,Dinner,No,412,4
699,181,Mon,Lunch,No,367,7
650,449,Mon,Lunch,No,597,7
440,88,Fri,Dinner,Yes,171,4
298,133,Mon,Dinner,Yes,133,5
315,132,Thur,Lunch,No,364,6
390,308,Wed,Lunch,No,589,8
343,145,Thur,Lunch,No,563,8
810,68,Wed,Dinner,No,783,7
779,31,Wed,Breakfast,No,237,7
812,155,Tues,Lunch,No,285,5
773,531,Tues,Dinner,No,436,6
410,119,Wed,Dinner,No,530,5
308,142,Tues,Lunch,No,259,5
356,144,Fri,Dinner,No,318,7
633,129,Tues,Dinner,No,780,8
655,70,Tues,Dinner,No,564,7
678,133,Thur,Lunch,Yes,154,5
588,342,Fri,Breakfast,No,484,5
619,141,Mon,Dinner,No,803,5
265,166,Thur,Dinner,No,437,8
677,248,Tues,Dinner,No,769,7
231,380,Fri,Dinner,No,722,4
857,161,Fri,Breakfast,Yes,115,7
548,38,Tues,Lunch,No,467,7
791,180,Mon,Dinner,Yes,194,6
756,196,Wed,Breakfast,Yes,98,7
639,174,Wed,Lunch,No,294,4
773,153,Tues,Lunch,No,279,5
137,151,Thur,Dinner,No,470,6
748,460,Fri,Lunch,Yes,135,4
782,177,Mon,Dinner,No,693,6
35,131,Mon,Lunch,No,419,7
295,81,Mon,Lunch,No,554,8
853,104,Tues,Dinner,No,467,8
526,70,Tues,Dinner,No,722,6
66,161,Wed,Breakfast,No,196,6
54,417,Tues,Dinner,No,770,4
246,113,Thur,Breakfast,Yes,105,7
283,71,Tues,Lunch,No,402,7
396,249,Mon,Lunch,Yes,124,7
779,320,Mon,Dinner,No,323,6
96,189,Fri,Dinner,No,384,7
825,172,Mon,Lunch,No,358,5
102,358,Fri,Dinner,No,732,6
4,146,Thur,Breakfast,No,434,6
180,204,Thur,Lunch,No,476,6
37,157,Wed,Dinner,No,620,5
146,110,Tues,Lunch,No,537,6
154,561,Fri,Dinner,No,796,4
630,170,Thur,Lunch,Yes,106,5
788,70,Fri,Dinner,No,431,8
458,241,Tues,Dinner,No,595,6
525,323,Fri,Dinner,No,679,4
74,138,Mon,Dinner,Yes,137,7
553,282,Wed,Dinner,No,605,6
746,122,Mon,Lunch,No,564,5
825,172,Mon,Lunch,No,286,5
601,595,Tues,Lunch,No,343,3
448,535,Mon,Lunch,No,426,5
631,153,Tues,Lunch,No,541,7
356,148,Thur,Lunch,No,455,5
109,429,Mon,Lunch,No,558,5
441,340,Mon,Lunch,No,290,3
455,598,Tues,Dinner,No,402,3
725,47,Fri,Lunch,No,230,7
772,315,Thur,Lunch,No,547,4
211,127,Tues,Lunch,No,353,6
695,177,Wed,Breakfast,No,477,7
108,120,Mon,Lunch,No,472,7
572,154,Thur,Lunch,No,361,6
810,221,Fri,Breakfast,No,310,7
30,366,Wed,Dinner,No,727,6
545,437,Tues,Breakfast,Yes,108,3
377,104,Mon,Dinner,Yes,147,4
8,573,Fri,Lunch,Yes,189,2
704,383,Thur,Lunch,No,558,6
168,173,Wed,Lunch,No,577,5
361,156,Tues,Lunch,No,248,8
423,216,Thur,Lunch,No,279,7
65,358,Mon,Lunch,No,434,5
759,121,Wed,Dinner,No,720,8
639,181,Tues,Dinner,No,680,7
839,159,Fri,Lunch,No,295,8
540,131,Wed,Dinner,No,700,7
806,136,Wed,Breakfast,No,381,8
407,126,Wed,Dinner,No,404,8
43,436,Thur,Breakfast,No,227,7
703,339,Wed,Lunch,No,215,3
161,224,Tues,Dinner,No,700,8
627,327,Tues,Breakfast,No,306,8
439,232,Mon,Lunch,No,221,6
130,48,Tues,Lunch,No,470,5
523,158,Fri,Lunch,No,367,7
588,598,Wed,Lunch,No,533,5
566,465,Fri,Lunch,No,216,3
100,145,Fri,Lunch,No,541,8
13,242,Tues,Lunch,No,262,4
801,102,Thur,Dinner,No,774,7
848,377,Wed,Breakfast,No,389,5
636,399,Wed,Dinner,No,574,6
883,141,Wed,Dinner,No,604,8
602,140,Wed,Dinner,No,618,9
334,466,Wed,Lunch,No,387,4
165,224,Wed,Lunch,No,449,7
201,146,Thur,Lunch,No,439,5
167,126,Mon,Dinner,No,782,8
892,574,Mon,Lunch,No,466,4
130,78,Thur,Lunch,No,280,7
432,37,Fri,Lunch,No,573,8
274,557,Tues,Dinner,No,635,6
851,130,Mon,Lunch,No,531,5
102,223,Fri,Lunch,No,477,8
689,99,Tues,Dinner,No,737,7
798,120,Thur,Lunch,No,312,8
55,156,Tues,Lunch,No,231,7
875,128,Thur,Lunch,No,468,8
203,292,Mon,Dinner,No,783,8
749,97,Mon,Lunch,No,408,8
617,47,Tues,Dinner,Yes,139,5
109,38,Wed,Dinner,No,647,6
115,148,Mon,Dinner,Yes,181,7
50,135,Wed,Dinner,No,580,6
778,150,Tues,Lunch,No,546,8
489,555,Fri,Dinner,No,674,3
408,121,Tues,Dinner,No,420,7
531,119,Mon,Dinner,No,483,8
488,97,Tues,Lunch,No,464,5
540,299,Mon,Dinner,Yes,182,5
30,55,Wed,Lunch,No,290,8
265,158,Mon,Lunch,No,539,6
170,127,Fri,Lunch,No,333,6
846,274,Thur,Dinner,No,809,6
101,161,Mon,Dinner,No,722,5
598,215,Wed,Lunch,No,243,7
43,224,Wed,Lunch,No,329,8
276,386,Tues,Dinner,No,336,6
468,76,Tues,Breakfast,Yes,156,6
205,178,Mon,Dinner,No,298,6
211,43,Tues,Dinner,No,452,9
174,99,Mon,Lunch,No,335,5
769,333,Mon,Dinner,No,688,5
52,100,Thur,Lunch,No,323,8
279,39,Thur,Lunch,No,457,8
511,65,Tues,Dinner,No,549,5
592,69,Fri,Lunch,Yes,133,8
39,199,Mon,Dinner,No,299,6
510,336,Thur,Breakfast,No,343,5
677,162,Thur,Dinner,No,317,6
775,135,Mon,Dinner,No,500,7
170,528,Thur,Lunch,Yes,181,3
386,130,Wed,Lunch,No,312,8
503,484,Mon,Lunch,No,260,6
217,104,Wed,Lunch,No,560,6
314,106,Mon,Lunch,No,385,6
801,147,Fri,Breakfast,Yes,171,6
890,144,Thur,Lunch,No,523,8
821,160,Wed,Breakfast,No,374,7
792,120,Mon,Lunch,No,380,6
175,200,Tues,Dinner,No,340,7
180,166,Fri,Lunch,No,439,6
200,385,Tues,Lunch,No,330,5
257,309,Wed,Lunch,No,263,3
430,426,Mon,Dinner,No,412,5
657,576,Mon,Lunch,Yes,110,2
804,99,Tues,Lunch,No,243,7
740,38,Tues,Lunch,No,590,5
263,131,Tues,Lunch,No,543,6
604,516,Tues,Lunch,No,329,2
494,529,Fri,Lunch,No,495,4
459,278,Fri,Dinner,No,459,7
329,491,Thur,Lunch,No,367,6
870,178,Wed,Dinner,No,792,5
284,100,Thur,Lunch,No,596,6
575,173,Thur,Dinner,No,406,8
825,81,Wed,Lunch,No,372,5
889,101,Fri,Dinner,Yes,87,8
668,142,Thur,Lunch,No,517,7
579,57,Wed,Dinner,No,680,7
41,91,Fri,Lunch,No,281,7
558,149,Fri,Lunch,No,251,6
110,194,Mon,Lunch,No,218,6
553,95,Wed,Dinner,Yes,181,5
869,146,Tues,Lunch,No,574,7
437,64,Mon,Lunch,No,528,8
488,495,Wed,Breakfast,No,215,4
214,190,Thur,Dinner,Yes,178,7
430,77,Thur,Dinner,No,571,8
332,98,Tues,Lunch,No,566,6
752,359,Fri,Lunch,No,542,7
198,156,Tues,Lunch,No,461,8
194,179,Thur,Lunch,No,240,4
821,397,Tues,Breakfast,Yes,158,4
407,272,Wed,Dinner,No,332,5
570,246,Tues,Dinner,No,603,6
174,181,Fri,Breakfast,No,437,6
675,124,Tues,Breakfast,Yes,182,8
825,122,Mon,Lunch,No,355,8
20,260,Fri,Dinner,No,443,5
189,36,Tues,Lunch,No,400,6
565,249,Fri,Dinner,No,557,7
237,156,Fri,Lunch,Yes,194,5
222,351,Wed,Dinner,No,341,4
146,537,Tues,Lunch,No,475,4
758,570,Tues,Dinner,No,829,6
238,184,Wed,Lunch,No,557,7
54,150,Wed,Dinner,No,427,7
255,502,Mon,Lunch,No,320,6
71,86,Tues,Dinner,No,415,5
673,173,Mon,Lunch,No,449,5
45,37,Tues,Lunch,No,394,6
817,344,Wed,Lunch,No,357,4
33,533,Fri,Lunch,No,592,6
622,144,Wed,Lunch,No,385,7
362,279,Wed,Lunch,No,356,7
822,514,Wed,Dinner,No,466,6
247,143,Tues,Lunch,No,587,5
310,267,Fri,Dinner,Yes,145,4
785,138,Fri,Dinner,No,552,6
503,168,Tues,Lunch,No,373,5
32,389,Fri,Dinner,No,322,4
423,175,Fri,Lunch,No,353,5
550,390,Thur,Lunch,No,390,7
344,235,Fri,Dinner,No,334,6
463,276,Thur,Dinner,No,533,7
229,489,Thur,Dinner,No,474,4
512,156,Fri,Lunch,Yes,103,6
733,159,Tues,Dinner,No,569,8
94,383,Thur,Lunch,No,220,4
162,141,Tues,Lunch,No,281,8
808,141,Tues,Dinner,No,780,7
194,168,Fri,Lunch,No,378,7
185,335,Wed,Lunch,No,259,4
385,251,Fri,Lunch,No,289,4
55,151,Wed,Lunch,No,391,6
263,43,Mon,Breakfast,No,411,6
861,233,Mon,Breakfast,No,467,8
764,31,Fri,Dinner,No,559,6
200,559,Mon,Lunch,No,520,4
301,209,Tues,Dinner,No,434,4
185,323,Fri,Lunch,No,260,5
25,254,Mon,Lunch,No,503,8
42,78,Tues,Breakfast,No,403,8
337,522,Mon,Lunch,No,287,5
437,500,Tues,Lunch,No,222,5
58,342,Mon,Lunch,Yes,172,3
431,575,Wed,Lunch,No,334,6
465,592,Fri,Lunch,No,466,4
156,176,Tues,Lunch,No,319,6
585,197,Thur,Dinner,No,613,8
769,400,Tues,Dinner,Yes,146,3
519,64,Wed,Lunch,No,382,8
645,118,Mon,Lunch,No,467,6
218,43,Mon,Lunch,No,494,6
860,488,Tues,Dinner,No,811,5
870,165,Thur,Dinner,No,800,9
478,42,Wed,Dinner,No,692,6
53,412,Wed,Lunch,No,501,7
333,83,Tues,Lunch,No,364,7
480,111,Mon,Lunch,No,545,7
226,149,Fri,Lunch,No,331,5
412,454,Tues,Lunch,No,518,6
266,118,Wed,Lunch,No,341,8
840,275,Wed,Lunch,No,402,4
776,163,Tues,Dinner,No,682,9
196,205,Mon,Breakfast,Yes,125,6
845,193,Fri,Breakfast,No,374,5
684,193,Fri,Lunch,No,522,5
731,167,Thur,Breakfast,Yes,155,7
697,261,Tues,Breakfast,Yes,136,7
869,186,Thur,Breakfast,Yes,131,7
806,154,Wed,Lunch,No,420,6
681,315,Mon,Lunch,No,480,6
579,478,Mon,Lunch,No,404,6
286,83,Mon,Dinner,No,732,7
809,175,Tues,Lunch,No,306,7
92,476,Wed,Dinner,Yes,183,4
791,147,Fri,Lunch,No,436,6
612,199,Wed,Lunch,No,423,7
298,137,Tues,Lunch,No,355,6
889,155,Thur,Dinner,No,442,8
848,347,Mon,Lunch,No,471,7
708,182,Thur,Dinner,No,372,8
794,306,Thur,Lunch,No,336,4
115,272,Thur,Dinner,No,641,5
656,210,Tues,Dinner,Yes,178,6
520,458,Wed,Dinner,No,431,5
270,559,Tues,Dinner,No,384,3
718,205,Thur,Breakfast,No,263,8
423,70,Thur,Dinner,No,721,6
44,107,Tues,Lunch,No,488,5
827,218,Fri,Lunch,No,347,5
298,110,Tues,Lunch,No,488,6
270,440,Thur,Lunch,No,300,5
185,103,Wed,Lunch,Yes,195,5
208,108,Fri,Lunch,Yes,104,7
190,357,Fri,Dinner,No,288,7
769,237,Mon,Lunch,No,419,5
819,186,Wed,Dinner,No,363,5
166,282,Wed,Breakfast,Yes,171,7
871,127,Wed,Lunch,No,319,5
671,129,Wed,Lunch,No,447,5
626,302,Wed,Dinner,No,740,6
589,168,Thur,Lunch,No,290,5
504,137,Tues,Lunch,No,509,8
441,456,Mon,Lunch,No,415,7
586,287,Wed,Dinner,No,348,6
98,230,Mon,Lunch,No,525,6
763,156,Fri,Dinner,No,677,7
673,78,Mon,Lunch,Yes,90,7
384,161,Thur,Dinner,No,668,6
380,233,Fri,Lunch,No,540,7
8,152,Thur,Dinner,No,705,7
87,133,Mon,Lunch,No,402,8
48,138,Wed,Dinner,No,600,6
36,262,Thur,Breakfast,No,286,5
199,489,Thur,Dinner,No,324,4
173,189,Thur,Lunch,Yes,173,7
708,166,Mon,Dinner,No,492,8
665,38,Mon,Lunch,No,381,6
441,226,Fri,Dinner,Yes,95,6
450,181,Wed,Breakfast,No,429,8
750,366,Mon,Lunch,No,316,3
706,376,Tues,Lunch,No,421,5
15,142,Thur,Lunch,Yes,178,5
33,45,Mon,Dinner,No,299,5
572,223,Wed,Lunch,No,516,7
516,144,Mon,Lunch,No,335,6
352,112,Mon,Dinner,No,654,5
384,40,Mon,Breakfast,Yes,107,9
2,334,Tues,Lunch,Yes,138,3
69,113,Mon,Lunch,No,537,5
815,154,Tues,Breakfast,No,333,8
630,156,Thur,Lunch,No,380,8
340,147,Fri,Breakfast,No,385,7
11,189,Fri,Dinner,No,361,6
303,389,Mon,Lunch,No,531,5
550,170,Tues,Lunch,No,254,7
193,175,Fri,Lunch,No,495,6
510,432,Tues,Dinner,No,767,4
252,91,Wed,Dinner,No,698,8
278,155,Thur,Breakfast,No,198,6
300,111,Tues,Lunch,No,500,8
660,440,Tues,Dinner,No,561,5
54,512,Mon,Dinner,Yes,124,2
847,68,Wed,Lunch,No,290,7
622,105,Mon,Dinner,No,369,5
478,203,Thur,Breakfast,Yes,184,5
649,163,Thur,Dinner,No,587,7
490,126,Tues,Lunch,No,568,5
247,149,Thur,Dinner,No,378,6
708,111,Fri,Dinner,Yes,117,4
727,212,Fri,Dinner,No,340,7
624,196,Wed,Lunch,No,382,7
850,160,Wed,Lunch,No,483,6
116,571,Tues,Lunch,No,309,4
738,173,Wed,Breakfast,No,491,6
639,62,Fri,Lunch,No,434,5
616,177,Wed,Lunch,No,250,7
288,196,Fri,Lunch,No,421,5
634,265,Tues,Lunch,No,276,5
101,501,Thur,Lunch,No,358,4
777,473,Tues,Lunch,No,384,5
182,341,Tues,Dinner,No,420,7
229,313,Wed,Dinner,No,397,6
498,161,Thur,Lunch,No,493,7
694,50,Mon,Breakfast,No,441,10
232,180,Tues,Dinner,No,530,6
473,107,Fri,Lunch,No,334,5
440,132,Mon,Lunch,No,397,6
731,99,Tues,Lunch,No,353,8
874,110,Tues,Breakfast,Yes,124,7
291,268,Mon,Lunch,No,422,6
463,149,Tues,Lunch,No,570,6
192,226,Mon,Lunch,No,572,7
875,435,Mon,Dinner,No,358,5
759,231,Mon,Lunch,No,497,7
886,67,Fri,Dinner,No,676,6
819,139,Fri,Dinner,No,680,6
827,113,Tues,Dinner,No,349,5
596,169,Wed,Lunch,No,359,5
166,430,Tues,Lunch,No,393,4
812,465,Wed,Dinner,No,552,4
776,268,Mon,Lunch,No,503,6
216,159,Mon,Lunch,No,376,8
275,48,Fri,Lunch,No,483,8
393,168,Wed,Dinner,No,681,5
595,126,Tues,Lunch,No,321,4
48,180,Thur,Dinner,Yes,137,6
458,193,Mon,Lunch,No,390,7
416,172,Mon,Lunch,No,237,4
441,156,Wed,Dinner,No,546,6
688,80,Wed,Lunch,No,557,5
436,156,Thur,Lunch,No,278,5
261,584,Mon,Dinner,No,442,3
700,97,Tues,Lunch,Yes,181,6
166,231,Wed,Lunch,Yes,193,6
9,388,Wed,Dinner,No,770,5
862,135,Fri,Dinner,No,387,5
130,169,Thur,Dinner,No,594,6
424,142,Thur,Lunch,No,461,7
134,166,Wed,Lunch,No,572,6
153,184,Wed,Lunch,No,247,6
39,146,Fri,Lunch,Yes,194,7
349,459,Thur,Lunch,No,267,6
881,34,Tues,Lunch,No,471,9
67,162,Thur,Dinner,Yes,137,6
491,45,Tues,Dinner,No,604,6
439,146,Mon,Breakfast,No,346,6
594,169,Thur,Lunch,No,549,6
148,144,Fri,Dinner,No,381,5
423,288,Tues,Dinner,No,677,7
648,51,Fri,Dinner,No,681,7
14,100,Thur,Lunch,No,529,8
599,59,Fri,Lunch,No,575,7
400,247,Tues,Dinner,No,309,4
322,235,Fri,Lunch,No,520,5
474,61,Wed,Breakfast,No,411,6
23,280,Fri,Lunch,No,454,5
189,175,Mon,Dinner,No,640,7
19,498,Mon,Lunch,No,350,6
625,154,Tues,Dinner,No,740,6
456,177,Tues,Lunch,No,600,5
213,111,Wed,Lunch,No,482,7
447,303,Fri,Lunch,No,225,4
95,371,Fri,Dinner,Yes,108,4
814,77,Fri,Dinner,No,805,8
882,115,Wed,Lunch,No,575,5
799,427,Fri,Lunch,No,595,4
806,126,Fri,Dinner,No,299,7
852,221,Thur,Lunch,No,348,7
24,50,Tues,Breakfast,No,476,10
49,263,Wed,Lunch,No,467,6
812,156,Fri,Dinner,No,315,6
808,364,Mon,Dinner,No,352,6
64,145,Mon,Lunch,No,491,7
680,496,Thur,Breakfast,No,417,7
114,552,Wed,Lunch,No,510,4
836,119,Mon,Dinner,Yes,161,5
179,509,Thur,Dinner,No,663,6
60,131,Fri,Lunch,No,564,8
743,120,Fri,Dinner,No,768,6
606,472,Wed,Lunch,No,512,3
316,320,Wed,Lunch,No,240,4
361,71,Tues,Lunch,No,246,8
585,102,Fri,Lunch,No,297,5
804,487,Wed,Breakfast,No,252,4
561,116,Wed,Lunch,No,393,6
548,140,Fri,Dinner,No,303,5
364,400,Wed,Lunch,Yes,138,3
175,270,Tues,Dinner,No,557,5
270,57,Fri,Dinner,No,575,9
851,141,Fri,Lunch,No,398,8
595,153,Mon,Lunch,No,529,7
210,239,Mon,Lunch,No,401,5
475,129,Wed,Dinner,No,780,9
800,216,Thur,Dinner,No,530,7
746,52,Fri,Lunch,No,382,6
369,190,Wed,Lunch,No,543,6
635,147,Tues,Lunch,No,466,8
189,77,Mon,Dinner,No,337,6
720,103,Tues,Lunch,No,337,8
809,107,Fri,Lunch,No,300,6
873,537,Mon,Dinner,No,294,2
616,139,Fri,Lunch,No,519,5
220,113,Wed,Lunch,No,561,7
526,255,Tues,Lunch,No,257,7
205,325,Wed,Dinner,Yes,169,5
267,355,Mon,Lunch,No,527,5
152,210,Thur,Lunch,No,445,4
718,93,Wed,Lunch,Yes,151,8
592,265,Thur,Dinner,No,564,5
128,471,Wed,Lunch,No,430,3
297,99,Tues,Dinner,No,707,7
858,267,Tues,Lunch,No,368,5
827,40,Wed,Lunch,No,269,6
101,321,Tues,Lunch,No,526,6
658,62,Fri,Dinner,No,699,7
169,76,Wed,Lunch,No,427,6
222,88,Tues,Lunch,No,351,5
42,177,Tues,Dinner,No,439,7
144,204,Tues,Lunch,No,536,8
534,454,Fri,Lunch,No,458,6
755,132,Fri,Dinner,No,333,6
814,170,Thur,Lunch,Yes,113,4
750,391,Tues,Breakfast,No,453,5
377,107,Mon,Lunch,No,318,7
396,163,Thur,Lunch,No,505,5
276,48,Fri,Lunch,No,336,5
84,268,Mon,Lunch,No,220,5
844,93,Wed,Lunch,No,395,8
759,363,Thur,Lunch,No,435,4
824,473,Fri,Breakfast,Yes,95,5
284,142,Tues,Breakfast,No,218,6
673,411,Mon,Lunch,No,372,4
445,67,Mon,Lunch,No,343,7
667,47,Tues,Dinner,No,628,6
772,138,Tues,Lunch,No,596,8
810,237,Mon,Dinner,No,504,8
54,148,Thur,Lunch,No,304,8
306,370,Wed,Lunch,No,440,5
770,311,Tues,Dinner,No,491,5
566,121,Mon,Lunch,No,502,7
496,126,Tues,Breakfast,No,229,8
188,463,Tues,Breakfast,Yes,93,5
776,178,Thur,Breakfast,Yes,156,7
204,267,Mon,Lunch,No,473,5
782,30,Mon,Breakfast,No,276,6
310,389,Fri,Dinner,No,339,7
285,78,Fri,Lunch,No,582,5
641,85,Fri,Dinner,No,706,8
558,186,Wed,Lunch,No,466,7
506,160,Mon,Lunch,No,530,7
245,123,Fri,Lunch,No,472,8
878,393,Tues,Lunch,No,463,5
337,501,Tues,Breakfast,No,414,4
853,179,Mon,Lunch,No,284,7
614,141,Tues,Lunch,No,323,7
114,350,Wed,Lunch,No,381,7
652,387,Wed,Lunch,No,489,6
14,568,Tues,Lunch,No,312,6
395,245,Thur,Lunch,No,327,7
675,45,Mon,Lunch,No,232,6
759,176,Tues,Lunch,No,523,7
873,109,Fri,Lunch,No,323,6
613,331,Mon,Dinner,No,723,4
494,160,Wed,Lunch,No,322,5
85,85,Mon,Dinner,No,410,5
400,178,Tues,Lunch,No,299,6
322,38,Fri,Lunch,No,257,8
309,166,Tues,Breakfast,No,294,7
714,134,Fri,Dinner,No,555,6
352,142,Tues,Lunch,Yes,185,5
349,229,Mon,Dinner,No,385,7
159,137,Tues,Dinner,No,510,5
197,152,Mon,Dinner,No,431,7
581,116,Mon,Lunch,No,402,6
207,122,Fri,Dinner,No,321,8
56,47,Tues,Dinner,No,397,6
433,215,Mon,Lunch,Yes,130,6
871,511,Fri,Dinner,No,286,3
116,259,Thur,Dinner,No,527,7
260,330,Tues,Dinner,No,340,4
321,175,Tues,Dinner,No,387,6
644,198,Mon,Lunch,No,386,5
479,326,Thur,Dinner,No,790,7
270,90,Mon,Dinner,Yes,100,6
721,137,Wed,Lunch,No,519,8
821,412,Mon,Lunch,No,407,7
747,132,Fri,Lunch,No,377,7
358,130,Mon,Lunch,Yes,103,4
619,57,Mon,Dinner,No,358,8
346,394,Thur,Breakfast,No,178,7
265,225,Tues,Lunch,No,536,5
569,444,Tues,Lunch,No,595,5
269,63,Mon,Lunch,No,421,9
832,460,Tues,Lunch,No,558,4
641,146,Thur,Lunch,No,262,7
730,297,Mon,Lunch,No,456,6
184,143,Mon,Dinner,No,698,8
216,38,Wed,Dinner,No,474,9
434,114,Thur,Dinner,Yes,165,4
286,140,Wed,Breakfast,No,367,6
546,358,Tues,Lunch,No,468,7
452,239,Tues,Dinner,No,712,8
699,160,Tues,Lunch,No,389,5
362,113,Fri,Dinner,No,311,7
558,98,Tues,Dinner,No,570,9
305,118,Thur,Lunch,No,441,9
809,175,Fri,Lunch,No,254,7
376,85,Thur,Lunch,No,316,8
776,295,Tues,Breakfast,No,182,6
586,189,Thur,Lunch,No,525,6
700,98,Fri,Dinner,No,392,6
448,124,Thur,Lunch,No,372,6
242,195,Thur,Dinner,No,502,8
235,125,Tues,Dinner,No,302,8
341,100,Wed,Dinner,No,637,5
26,147,Wed,Lunch,No,235,7
850,138,Tues,Lunch,No,394,4
507,191,Fri,Dinner,Yes,151,7
564,210,Mon,Dinner,No,800,6
277,147,Mon,Lunch,No,435,8
217,387,Wed,Lunch,No,485,6
279,259,Tues,Lunch,Yes,130,5
8,117,Wed,Lunch,No,243,6
166,597,Mon,Lunch,No,570,4
485,181,Mon,Breakfast,No,200,7
212,153,Thur,Lunch,No,523,8
433,129,Thur,Lunch,No,422,6
318,104,Fri,Lunch,No,466,6
723,203,Thur,Dinner,No,363,6
476,150,Mon,Dinner,No,762,5
563,250,Tues,Dinner,Yes,124,5
20,98,Mon,Lunch,No,347,4
788,367,Thur,Breakfast,No,198,6
172,99,Mon,Lunch,No,277,6
159,554,Fri,Lunch,No,265,5
400,292,Thur,Lunch,No,450,4
666,373,Mon,Breakfast,No,229,4
337,308,Tues,Lunch,No,301,4
855,153,Thur,Dinner,No,432,7
557,352,Thur,Lunch,No,409,6
459,331,Wed,Lunch,Yes,172,6
518,174,Thur,Dinner,No,537,8
116,280,Mon,Dinner,No,677,7
635,151,Thur,Dinner,Yes,115,6
514,99,Fri,Dinner,No,562,7
222,490,Thur,Dinner,No,560,4
697,232,Fri,Lunch,No,234,4
264,318,Tues,Lunch,Yes,92,4
521,134,Wed,Lunch,No,367,7
817,139,Tues,Dinner,No,288,5
182,127,Fri,Lunch,No,505,5
238,108,Wed,Dinner,No,627,6
409,252,Mon,Dinner,No,498,5
440,56,Thur,Lunch,No,307,6
671,150,Tues,Lunch,No,515,8
855,74,Thur,Dinner,Yes,111,5
620,88,Wed,Dinner,No,592,6
204,160,Wed,Lunch,No,563,8
424,131,Wed,Lunch,No,451,8
820,112,Tues,Lunch,Yes,160,7
501,380,Tues,Dinner,No,767,6
119,224,Wed,Lunch,No,591,8
40,127,Fri,Dinner,No,420,7
868,52,Fri,Dinner,No,320,7
205,151,Mon,Dinner,No,501,6
755,167,Fri,Dinner,No,808,7
600,303,Fri,Dinner,No,588,5
439,78,Wed,Lunch,No,592,8
843,311,Thur,Dinner,No,339,6
179,259,Fri,Dinner,No,563,5
247,501,Mon,Lunch,No,241,5
8,217,Wed,Lunch,No,576,7
162,126,Tues,Breakfast,Yes,148,8
684,172,Tues,Dinner,No,301,4
877,582,Thur,Lunch,Yes,118,1
375,204,Mon,Breakfast,Yes,142,8
540,597,Wed,Dinner,No,817,5
257,156,Wed,Breakfast,No,345,7
356,245,Fri,Lunch,Yes,94,4
68,186,Tues,Lunch,No,301,8
374,162,Wed,Lunch,No,563,7
548,557,Tues,Dinner,No,800,5
90,189,Fri,Dinner,No,378,4
202,370,Thur,Lunch,No,409,3
655,191,Tues,Lunch,No,577,5
95,86,Wed,Dinner,No,532,8
816,135,Fri,Lunch,No,243,6
8,62,Mon,Lunch,Yes,149,6
158,156,Thur,Breakfast,No,467,6
440,220,Mon,Lunch,No,569,8
840,185,Wed,Lunch,No,235,6
855,118,Fri,Dinner,No,730,7
787,320,Tues,Breakfast,No,499,8
858,121,Tues,Dinner,No,645,9
697,41,Thur,Lunch,No,472,5
352,89,Mon,Dinner,No,425,8
834,473,Mon,Lunch,No,532,4
688,60,Mon,Lunch,No,375,7
447,499,Wed,Dinner,No,429,7
395,240,Fri,Lunch,No,579,5
782,169,Tues,Dinner,No,726,6
12,154,Fri,Breakfast,No,205,8
579,141,Thur,Dinner,No,532,6
325,176,Mon,Dinner,No,605,7
840,282,Tues,Dinner,No,313,5
79,56,Thur,Breakfast,No,419,9
68,46,Wed,Dinner,No,639,7
